user_id,lesson_id,activity_type,activity_timestamp
1619,649,complete,2026-01-10 00:00:00
91,311,view,2026-02-23 00:00:00
1447,624,view,2026-02-12 00:00:00
633,235,complete,2026-02-09 00:00:00
9,617,complete,2026-02-10 00:00:00
1170,526,complete,2026-01-26 00:00:00
734,454,view,2026-01-18 00:00:00
844,521,view,2026-01-05 00:00:00
1452,218,complete,2026-02-15 00:00:00
951,591,complete,2026-01-25 00:00:00
1192,483,view,2026-02-11 00:00:00
657,669,view,2026-01-21 00:00:00
1299,502,view,2026-03-01 00:00:00
552,172,view,2026-02-13 00:00:00
1083,625,complete,2026-01-10 00:00:00
360,200,complete,2026-02-26 00:00:00
1100,617,complete,2026-03-02 00:00:00
1194,587,complete,2026-02-06 00:00:00
76,609,complete,2026-01-20 00:00:00
933,161,complete,2026-01-30 00:00:00
1074,260,view,2026-01-01 00:00:00
1302,545,view,2026-02-12 00:00:00
1736,514,complete,2026-01-17 00:00:00
1505,409,complete,2026-01-06 00:00:00
74,567,complete,2026-02-12 00:00:00
6,538,view,2026-01-07 00:00:00
857,14,view,2026-02-22 00:00:00
900,617,complete,2026-01-26 00:00:00
263,526,complete,2026-01-21 00:00:00
1335,625,view,2026-02-18 00:00:00
1721,397,complete,2026-02-23 00:00:00
1193,253,view,2026-02-12 00:00:00
1063,604,view,2026-01-20 00:00:00
155,276,view,2026-03-01 00:00:00
516,28,complete,2026-02-23 00:00:00
1122,386,complete,2026-02-03 00:00:00
971,580,view,2026-02-26 00:00:00
1016,240,view,2026-01-02 00:00:00
1105,580,view,2026-01-05 00:00:00
1450,92,complete,2026-01-21 00:00:00
1463,81,complete,2026-02-23 00:00:00
1219,208,view,2026-03-02 00:00:00
260,586,complete,2026-02-27 00:00:00
1184,6,complete,2026-01-27 00:00:00
1721,445,complete,2026-02-15 00:00:00
1407,21,complete,2026-02-15 00:00:00
1254,16,complete,2026-02-19 00:00:00
1667,125,complete,2026-01-31 00:00:00
1430,315,complete,2026-02-12 00:00:00
88,361,view,2026-02-25 00:00:00
1704,435,view,2026-02-16 00:00:00
1209,368,complete,2026-02-23 00:00:00
1388,293,complete,2026-02-02 00:00:00
1185,549,complete,2026-01-10 00:00:00
167,468,complete,2026-01-17 00:00:00
1668,609,view,2026-01-14 00:00:00
1593,366,view,2026-02-06 00:00:00
1559,525,complete,2026-02-17 00:00:00
924,138,view,2026-02-28 00:00:00
176,664,complete,2026-01-22 00:00:00
1346,342,complete,2026-02-28 00:00:00
1442,249,complete,2026-01-27 00:00:00
725,614,view,2026-01-13 00:00:00
235,417,view,2026-02-16 00:00:00
755,93,complete,2026-01-07 00:00:00
858,317,complete,2026-01-03 00:00:00
1522,161,complete,2026-01-22 00:00:00
467,352,complete,2026-02-25 00:00:00
870,16,complete,2026-01-20 00:00:00
1619,306,view,2026-02-15 00:00:00
496,64,view,2026-02-23 00:00:00
1232,71,view,2026-02-14 00:00:00
415,600,complete,2026-02-22 00:00:00
840,531,complete,2026-01-21 00:00:00
118,178,complete,2026-02-26 00:00:00
787,377,complete,2026-01-15 00:00:00
1119,626,complete,2026-02-13 00:00:00
958,516,complete,2026-01-13 00:00:00
1280,67,complete,2026-02-19 00:00:00
1524,200,complete,2026-02-05 00:00:00
154,373,view,2026-02-13 00:00:00
1359,8,complete,2026-02-19 00:00:00
674,15,complete,2026-02-08 00:00:00
860,295,view,2026-02-16 00:00:00
1572,548,view,2026-01-27 00:00:00
857,290,complete,2026-02-03 00:00:00
1327,288,complete,2026-01-18 00:00:00
1202,363,complete,2026-01-14 00:00:00
1273,385,view,2026-01-30 00:00:00
558,373,complete,2026-02-20 00:00:00
1660,587,view,2026-02-23 00:00:00
868,232,complete,2026-02-25 00:00:00
795,46,view,2026-02-20 00:00:00
275,529,view,2026-01-02 00:00:00
925,209,complete,2026-02-25 00:00:00
97,199,view,2026-01-06 00:00:00
899,191,complete,2026-02-09 00:00:00
890,331,view,2026-01-20 00:00:00
855,569,complete,2026-02-25 00:00:00
1430,685,view,2026-01-23 00:00:00
134,159,complete,2026-01-20 00:00:00
1159,94,view,2026-02-24 00:00:00
1555,257,view,2026-01-03 00:00:00
35,603,view,2026-01-06 00:00:00
1557,627,view,2026-01-04 00:00:00
1634,358,view,2026-02-23 00:00:00
1726,488,complete,2026-01-28 00:00:00
1092,94,view,2026-02-09 00:00:00
1353,72,view,2026-01-31 00:00:00
843,253,complete,2026-01-14 00:00:00
1253,173,complete,2026-02-28 00:00:00
712,30,view,2026-02-20 00:00:00
1208,486,complete,2026-01-09 00:00:00
803,374,view,2026-02-09 00:00:00
952,593,view,2026-01-06 00:00:00
628,465,complete,2026-01-21 00:00:00
1205,627,complete,2026-01-03 00:00:00
240,656,complete,2026-02-15 00:00:00
1047,316,view,2026-01-19 00:00:00
1328,458,view,2026-02-11 00:00:00
750,582,complete,2026-01-06 00:00:00
1201,469,complete,2026-01-06 00:00:00
358,387,complete,2026-03-01 00:00:00
1351,310,complete,2026-02-04 00:00:00
251,450,view,2026-02-14 00:00:00
425,158,view,2026-01-11 00:00:00
1405,37,view,2026-02-13 00:00:00
180,584,complete,2026-02-18 00:00:00
284,9,view,2026-01-17 00:00:00
764,364,complete,2026-01-03 00:00:00
516,166,complete,2026-01-20 00:00:00
994,651,complete,2026-01-09 00:00:00
626,285,complete,2026-02-08 00:00:00
662,525,complete,2026-02-22 00:00:00
351,649,complete,2026-02-04 00:00:00
422,679,complete,2026-01-31 00:00:00
1440,594,view,2026-01-26 00:00:00
131,398,complete,2026-01-08 00:00:00
1223,466,view,2026-01-24 00:00:00
1038,421,complete,2026-01-06 00:00:00
1086,573,complete,2026-01-14 00:00:00
617,84,view,2026-02-26 00:00:00
1626,233,view,2026-02-14 00:00:00
614,256,complete,2026-02-20 00:00:00
1197,64,view,2026-01-27 00:00:00
1719,230,view,2026-02-22 00:00:00
1577,28,view,2026-01-10 00:00:00
296,143,view,2026-01-27 00:00:00
73,563,complete,2026-02-07 00:00:00
1353,488,view,2026-02-14 00:00:00
1431,269,complete,2026-02-04 00:00:00
783,403,view,2026-02-05 00:00:00
336,486,view,2026-02-18 00:00:00
952,618,view,2026-01-07 00:00:00
908,535,view,2026-02-26 00:00:00
709,242,view,2026-01-31 00:00:00
282,510,complete,2026-01-05 00:00:00
1332,458,complete,2026-02-23 00:00:00
30,345,view,2026-01-15 00:00:00
76,70,complete,2026-02-07 00:00:00
431,125,view,2026-02-15 00:00:00
752,380,view,2026-02-26 00:00:00
1309,389,view,2026-02-24 00:00:00
988,84,complete,2026-01-10 00:00:00
1496,157,view,2026-02-02 00:00:00
1022,165,complete,2026-02-12 00:00:00
161,549,view,2026-02-14 00:00:00
1052,96,view,2026-02-14 00:00:00
569,433,complete,2026-02-11 00:00:00
1471,547,complete,2026-01-22 00:00:00
972,481,complete,2026-01-01 00:00:00
46,251,complete,2026-01-22 00:00:00
515,528,complete,2026-01-12 00:00:00
1117,273,view,2026-01-31 00:00:00
87,268,complete,2026-02-17 00:00:00
1498,414,complete,2026-02-19 00:00:00
98,158,view,2026-01-28 00:00:00
309,459,complete,2026-01-07 00:00:00
1097,10,complete,2026-01-27 00:00:00
180,402,view,2026-01-17 00:00:00
1263,227,complete,2026-01-06 00:00:00
439,28,complete,2026-01-14 00:00:00
1,309,view,2026-01-08 00:00:00
309,311,complete,2026-02-16 00:00:00
1094,600,view,2026-01-09 00:00:00
247,396,complete,2026-02-03 00:00:00
639,424,view,2026-02-23 00:00:00
819,521,complete,2026-02-12 00:00:00
1349,346,view,2026-01-15 00:00:00
492,31,complete,2026-01-18 00:00:00
1254,441,view,2026-02-13 00:00:00
90,293,view,2026-01-21 00:00:00
12,277,view,2026-01-09 00:00:00
645,199,complete,2026-01-30 00:00:00
284,112,view,2026-02-22 00:00:00
214,620,complete,2026-02-27 00:00:00
1151,292,complete,2026-02-03 00:00:00
432,501,complete,2026-01-27 00:00:00
1522,652,complete,2026-01-08 00:00:00
162,573,complete,2026-01-18 00:00:00
1512,664,complete,2026-02-27 00:00:00
1481,147,complete,2026-01-06 00:00:00
776,259,complete,2026-02-28 00:00:00
571,296,complete,2026-01-17 00:00:00
1758,599,complete,2026-01-15 00:00:00
1590,403,complete,2026-03-02 00:00:00
989,252,complete,2026-01-23 00:00:00
1221,434,view,2026-01-05 00:00:00
1136,529,view,2026-02-02 00:00:00
1758,60,view,2026-01-07 00:00:00
481,157,view,2026-01-12 00:00:00
1470,524,complete,2026-02-05 00:00:00
1164,221,view,2026-02-26 00:00:00
672,125,view,2026-02-04 00:00:00
521,482,view,2026-03-02 00:00:00
131,372,view,2026-02-21 00:00:00
1746,189,complete,2026-01-12 00:00:00
188,270,view,2026-02-26 00:00:00
851,291,view,2026-02-26 00:00:00
1002,663,complete,2026-01-10 00:00:00
1753,88,complete,2026-01-27 00:00:00
1778,9,complete,2026-03-01 00:00:00
517,447,view,2026-01-02 00:00:00
1399,407,complete,2026-01-22 00:00:00
444,90,view,2026-01-26 00:00:00
58,459,complete,2026-01-17 00:00:00
577,145,complete,2026-01-18 00:00:00
958,614,view,2026-02-23 00:00:00
1695,43,complete,2026-01-31 00:00:00
216,162,view,2026-02-16 00:00:00
519,216,complete,2026-02-04 00:00:00
1712,436,view,2026-01-21 00:00:00
1086,126,complete,2026-02-16 00:00:00
688,270,view,2026-01-15 00:00:00
798,335,complete,2026-02-25 00:00:00
399,209,view,2026-01-03 00:00:00
656,243,complete,2026-01-24 00:00:00
566,517,complete,2026-01-12 00:00:00
789,519,complete,2026-01-31 00:00:00
1262,528,view,2026-02-02 00:00:00
1583,467,view,2026-02-08 00:00:00
1606,244,view,2026-02-11 00:00:00
1408,302,complete,2026-02-20 00:00:00
1066,580,view,2026-01-20 00:00:00
285,320,view,2026-01-25 00:00:00
923,589,view,2026-02-18 00:00:00
1470,316,complete,2026-01-16 00:00:00
535,155,complete,2026-02-20 00:00:00
7,133,complete,2026-01-13 00:00:00
1741,51,view,2026-02-27 00:00:00
102,90,complete,2026-02-24 00:00:00
1609,555,complete,2026-03-01 00:00:00
851,100,view,2026-01-20 00:00:00
1486,172,complete,2026-02-27 00:00:00
1283,542,view,2026-01-30 00:00:00
755,506,view,2026-02-03 00:00:00
299,277,view,2026-01-11 00:00:00
1378,110,complete,2026-01-27 00:00:00
1272,286,complete,2026-02-04 00:00:00
1124,238,complete,2026-01-13 00:00:00
745,521,complete,2026-02-22 00:00:00
761,604,view,2026-01-04 00:00:00
1418,477,view,2026-01-23 00:00:00
1366,371,view,2026-02-14 00:00:00
782,2,complete,2026-02-01 00:00:00
1787,258,view,2026-02-01 00:00:00
1482,205,complete,2026-01-14 00:00:00
528,603,view,2026-01-01 00:00:00
1670,650,view,2026-02-22 00:00:00
791,221,complete,2026-02-11 00:00:00
265,203,view,2026-03-01 00:00:00
1001,282,view,2026-01-28 00:00:00
1399,426,complete,2026-02-24 00:00:00
1389,431,view,2026-02-20 00:00:00
805,39,complete,2026-01-28 00:00:00
345,602,complete,2026-01-15 00:00:00
1312,602,complete,2026-01-03 00:00:00
987,685,view,2026-01-08 00:00:00
845,506,complete,2026-02-02 00:00:00
722,341,view,2026-01-24 00:00:00
847,671,complete,2026-02-06 00:00:00
684,594,complete,2026-03-01 00:00:00
1220,608,view,2026-01-06 00:00:00
470,332,view,2026-02-10 00:00:00
667,206,complete,2026-02-07 00:00:00
1599,12,complete,2026-01-18 00:00:00
127,654,complete,2026-01-08 00:00:00
1242,573,view,2026-01-02 00:00:00
234,288,complete,2026-02-22 00:00:00
855,382,view,2026-01-27 00:00:00
326,556,complete,2026-02-18 00:00:00
808,96,complete,2026-01-31 00:00:00
27,125,complete,2026-01-11 00:00:00
836,253,view,2026-01-26 00:00:00
1149,562,complete,2026-02-02 00:00:00
1222,512,view,2026-02-27 00:00:00
1328,381,view,2026-01-14 00:00:00
1408,280,complete,2026-01-11 00:00:00
1062,674,view,2026-02-22 00:00:00
1781,247,complete,2026-01-13 00:00:00
1187,66,complete,2026-02-21 00:00:00
1706,103,view,2026-01-17 00:00:00
485,47,complete,2026-01-14 00:00:00
1121,134,complete,2026-01-24 00:00:00
794,528,complete,2026-01-31 00:00:00
1291,650,complete,2026-01-28 00:00:00
758,459,complete,2026-01-02 00:00:00
727,688,view,2026-02-16 00:00:00
454,366,complete,2026-02-11 00:00:00
738,122,view,2026-01-10 00:00:00
469,347,view,2026-02-12 00:00:00
1033,274,complete,2026-02-08 00:00:00
1731,498,complete,2026-02-28 00:00:00
338,302,complete,2026-01-21 00:00:00
167,66,complete,2026-02-21 00:00:00
174,437,view,2026-02-18 00:00:00
1132,665,complete,2026-01-23 00:00:00
721,216,complete,2026-02-18 00:00:00
1312,542,view,2026-01-13 00:00:00
1139,233,complete,2026-02-12 00:00:00
1260,246,complete,2026-02-18 00:00:00
1334,234,view,2026-01-12 00:00:00
834,426,view,2026-02-27 00:00:00
1344,78,complete,2026-01-02 00:00:00
563,135,view,2026-01-08 00:00:00
51,69,complete,2026-02-08 00:00:00
396,246,complete,2026-02-15 00:00:00
532,390,view,2026-02-05 00:00:00
325,538,view,2026-02-19 00:00:00
988,577,view,2026-02-21 00:00:00
1113,649,complete,2026-01-30 00:00:00
3,56,complete,2026-02-10 00:00:00
129,497,complete,2026-01-25 00:00:00
977,302,view,2026-02-16 00:00:00
1209,463,view,2026-01-22 00:00:00
117,643,view,2026-01-07 00:00:00
301,449,view,2026-01-10 00:00:00
164,131,view,2026-01-10 00:00:00
147,571,view,2026-02-25 00:00:00
1716,616,complete,2026-02-14 00:00:00
668,323,view,2026-01-05 00:00:00
910,477,view,2026-01-21 00:00:00
1752,419,view,2026-01-29 00:00:00
215,684,view,2026-01-22 00:00:00
1792,16,complete,2026-02-12 00:00:00
1073,279,view,2026-03-02 00:00:00
1362,409,view,2026-01-31 00:00:00
1199,451,complete,2026-02-20 00:00:00
1712,256,complete,2026-02-20 00:00:00
347,268,view,2026-02-05 00:00:00
272,120,complete,2026-01-29 00:00:00
77,258,complete,2026-02-28 00:00:00
1573,654,complete,2026-02-01 00:00:00
1441,353,view,2026-01-31 00:00:00
1569,327,view,2026-02-12 00:00:00
1191,15,complete,2026-01-25 00:00:00
339,186,view,2026-01-02 00:00:00
476,527,view,2026-01-24 00:00:00
1412,392,complete,2026-02-17 00:00:00
243,326,view,2026-01-25 00:00:00
620,343,view,2026-01-03 00:00:00
1629,678,complete,2026-01-10 00:00:00
1508,660,complete,2026-02-19 00:00:00
1146,593,complete,2026-01-12 00:00:00
698,645,complete,2026-02-16 00:00:00
45,460,view,2026-01-30 00:00:00
921,622,complete,2026-01-09 00:00:00
1775,137,complete,2026-02-07 00:00:00
1743,610,view,2026-02-09 00:00:00
1606,24,view,2026-02-12 00:00:00
595,2,view,2026-02-11 00:00:00
359,240,view,2026-01-25 00:00:00
1093,184,view,2026-01-16 00:00:00
1300,636,view,2026-03-01 00:00:00
580,287,complete,2026-02-28 00:00:00
1633,593,view,2026-02-23 00:00:00
929,572,view,2026-01-03 00:00:00
451,652,view,2026-01-18 00:00:00
1023,249,complete,2026-01-14 00:00:00
461,319,view,2026-01-14 00:00:00
1783,293,view,2026-02-21 00:00:00
1355,113,view,2026-01-27 00:00:00
945,235,complete,2026-02-09 00:00:00
1383,164,complete,2026-01-06 00:00:00
986,665,complete,2026-02-23 00:00:00
341,214,complete,2026-02-21 00:00:00
740,352,view,2026-02-10 00:00:00
177,132,view,2026-02-07 00:00:00
511,55,view,2026-02-16 00:00:00
1314,222,view,2026-02-12 00:00:00
1451,89,complete,2026-01-28 00:00:00
319,582,complete,2026-01-06 00:00:00
1635,493,view,2026-01-21 00:00:00
38,633,view,2026-02-03 00:00:00
667,124,complete,2026-02-15 00:00:00
1210,175,complete,2026-02-06 00:00:00
1360,261,view,2026-01-16 00:00:00
1717,610,complete,2026-02-12 00:00:00
795,291,complete,2026-02-03 00:00:00
1747,636,view,2026-01-21 00:00:00
1546,503,view,2026-01-08 00:00:00
1287,52,complete,2026-02-06 00:00:00
1067,234,complete,2026-02-23 00:00:00
237,546,complete,2026-01-14 00:00:00
1446,493,view,2026-01-17 00:00:00
1477,524,view,2026-02-10 00:00:00
898,281,complete,2026-02-05 00:00:00
1042,611,view,2026-01-30 00:00:00
25,607,complete,2026-02-20 00:00:00
897,463,complete,2026-01-18 00:00:00
1004,281,view,2026-01-16 00:00:00
946,14,complete,2026-02-18 00:00:00
1707,48,view,2026-02-13 00:00:00
213,363,view,2026-02-13 00:00:00
747,446,complete,2026-01-27 00:00:00
720,260,complete,2026-01-30 00:00:00
808,195,complete,2026-02-27 00:00:00
1119,538,view,2026-01-19 00:00:00
862,446,complete,2026-01-16 00:00:00
936,660,complete,2026-02-11 00:00:00
1082,679,complete,2026-02-19 00:00:00
438,172,view,2026-01-04 00:00:00
721,336,complete,2026-03-01 00:00:00
858,652,complete,2026-02-12 00:00:00
192,624,complete,2026-01-28 00:00:00
1059,239,complete,2026-02-23 00:00:00
544,244,complete,2026-01-04 00:00:00
1570,101,view,2026-02-20 00:00:00
665,644,view,2026-01-09 00:00:00
930,166,view,2026-01-24 00:00:00
1125,361,view,2026-01-12 00:00:00
1409,661,complete,2026-01-24 00:00:00
781,423,view,2026-01-20 00:00:00
1469,351,view,2026-01-30 00:00:00
1160,253,view,2026-02-11 00:00:00
532,244,complete,2026-01-29 00:00:00
310,625,complete,2026-01-31 00:00:00
802,69,view,2026-02-24 00:00:00
1315,687,complete,2026-01-01 00:00:00
531,22,complete,2026-01-28 00:00:00
963,401,complete,2026-01-03 00:00:00
1575,111,complete,2026-01-01 00:00:00
1046,385,complete,2026-02-05 00:00:00
295,601,view,2026-02-02 00:00:00
1105,304,view,2026-01-13 00:00:00
1576,35,complete,2026-02-08 00:00:00
601,70,complete,2026-02-15 00:00:00
1325,127,complete,2026-01-21 00:00:00
1488,69,complete,2026-01-11 00:00:00
1024,302,complete,2026-02-01 00:00:00
723,110,complete,2026-01-27 00:00:00
1733,378,view,2026-01-09 00:00:00
1016,37,view,2026-01-09 00:00:00
311,582,complete,2026-01-12 00:00:00
808,558,complete,2026-02-24 00:00:00
1715,499,view,2026-01-05 00:00:00
104,386,view,2026-01-13 00:00:00
29,345,complete,2026-01-17 00:00:00
1432,348,complete,2026-01-08 00:00:00
128,512,view,2026-02-03 00:00:00
693,167,view,2026-01-06 00:00:00
926,266,complete,2026-02-17 00:00:00
1568,305,complete,2026-01-04 00:00:00
155,398,complete,2026-01-10 00:00:00
55,218,view,2026-01-18 00:00:00
526,325,view,2026-02-05 00:00:00
1237,534,complete,2026-01-21 00:00:00
874,428,complete,2026-01-01 00:00:00
353,388,complete,2026-01-22 00:00:00
1568,282,view,2026-02-23 00:00:00
1680,228,complete,2026-02-07 00:00:00
1408,167,complete,2026-01-19 00:00:00
467,432,complete,2026-01-16 00:00:00
939,629,view,2026-02-10 00:00:00
1800,65,view,2026-01-05 00:00:00
1385,31,complete,2026-01-29 00:00:00
1470,533,view,2026-02-07 00:00:00
607,411,view,2026-01-13 00:00:00
1113,280,complete,2026-02-01 00:00:00
543,630,complete,2026-01-13 00:00:00
33,273,view,2026-02-09 00:00:00
124,241,complete,2026-01-15 00:00:00
79,684,view,2026-01-05 00:00:00
243,488,view,2026-02-03 00:00:00
1242,10,complete,2026-01-07 00:00:00
304,428,complete,2026-02-21 00:00:00
495,158,complete,2026-01-09 00:00:00
1130,464,view,2026-02-18 00:00:00
1117,235,complete,2026-02-01 00:00:00
1068,355,complete,2026-02-19 00:00:00
1300,39,complete,2026-01-12 00:00:00
989,265,view,2026-01-17 00:00:00
1039,300,view,2026-02-15 00:00:00
297,194,view,2026-01-17 00:00:00
27,86,complete,2026-01-11 00:00:00
669,174,complete,2026-01-21 00:00:00
1638,435,view,2026-01-08 00:00:00
774,385,view,2026-02-09 00:00:00
1250,415,view,2026-01-18 00:00:00
186,390,view,2026-01-23 00:00:00
369,94,complete,2026-01-22 00:00:00
1111,594,complete,2026-02-08 00:00:00
1294,384,complete,2026-01-20 00:00:00
947,682,view,2026-01-24 00:00:00
656,224,complete,2026-02-01 00:00:00
443,418,complete,2026-01-15 00:00:00
192,203,view,2026-02-12 00:00:00
55,576,view,2026-01-05 00:00:00
389,55,complete,2026-02-06 00:00:00
385,50,view,2026-01-24 00:00:00
176,52,view,2026-02-22 00:00:00
1200,339,complete,2026-02-12 00:00:00
710,568,view,2026-01-22 00:00:00
1573,549,view,2026-01-02 00:00:00
1418,364,view,2026-01-06 00:00:00
682,467,view,2026-01-19 00:00:00
1082,27,complete,2026-01-04 00:00:00
1675,228,complete,2026-02-28 00:00:00
646,490,view,2026-02-06 00:00:00
1692,75,complete,2026-01-31 00:00:00
1151,558,view,2026-02-10 00:00:00
647,280,complete,2026-01-18 00:00:00
776,169,view,2026-02-02 00:00:00
893,103,complete,2026-02-09 00:00:00
434,329,complete,2026-01-11 00:00:00
950,344,view,2026-01-24 00:00:00
39,662,view,2026-01-29 00:00:00
13,264,complete,2026-02-06 00:00:00
288,56,complete,2026-01-02 00:00:00
1127,610,complete,2026-01-21 00:00:00
1206,226,complete,2026-01-12 00:00:00
1442,137,view,2026-03-01 00:00:00
404,577,complete,2026-02-02 00:00:00
1691,611,view,2026-01-17 00:00:00
211,225,complete,2026-02-22 00:00:00
1718,146,view,2026-02-17 00:00:00
1328,428,complete,2026-02-10 00:00:00
322,488,view,2026-01-27 00:00:00
844,287,complete,2026-02-07 00:00:00
185,602,view,2026-01-28 00:00:00
1043,511,view,2026-02-15 00:00:00
434,6,view,2026-02-21 00:00:00
1031,465,view,2026-02-26 00:00:00
427,398,complete,2026-02-28 00:00:00
650,601,complete,2026-02-10 00:00:00
1685,173,complete,2026-01-28 00:00:00
762,298,view,2026-02-15 00:00:00
1364,82,view,2026-02-04 00:00:00
812,423,complete,2026-01-16 00:00:00
1292,405,view,2026-01-06 00:00:00
1432,18,view,2026-02-05 00:00:00
1234,685,complete,2026-02-23 00:00:00
1042,93,complete,2026-02-13 00:00:00
1699,242,complete,2026-01-20 00:00:00
202,352,complete,2026-02-05 00:00:00
52,162,view,2026-02-14 00:00:00
527,26,complete,2026-01-10 00:00:00
382,648,view,2026-01-11 00:00:00
778,170,complete,2026-02-17 00:00:00
779,64,view,2026-02-21 00:00:00
1121,629,complete,2026-02-18 00:00:00
315,137,complete,2026-02-09 00:00:00
163,269,view,2026-01-01 00:00:00
1537,539,complete,2026-01-14 00:00:00
430,608,view,2026-02-07 00:00:00
596,403,complete,2026-01-24 00:00:00
707,588,complete,2026-01-20 00:00:00
7,406,view,2026-02-12 00:00:00
641,328,complete,2026-02-08 00:00:00
1178,542,complete,2026-02-15 00:00:00
1423,26,complete,2026-01-10 00:00:00
617,162,complete,2026-01-20 00:00:00
747,381,view,2026-01-27 00:00:00
502,255,view,2026-01-02 00:00:00
493,452,view,2026-02-21 00:00:00
530,565,view,2026-01-07 00:00:00
377,395,view,2026-02-17 00:00:00
204,560,view,2026-01-02 00:00:00
960,85,view,2026-01-03 00:00:00
231,394,view,2026-02-28 00:00:00
1400,451,complete,2026-02-25 00:00:00
636,449,view,2026-02-24 00:00:00
453,246,complete,2026-02-08 00:00:00
1762,76,view,2026-02-25 00:00:00
1637,169,complete,2026-01-24 00:00:00
1675,425,complete,2026-02-09 00:00:00
995,666,complete,2026-01-08 00:00:00
1721,55,view,2026-01-14 00:00:00
856,575,complete,2026-02-16 00:00:00
1647,31,view,2026-02-27 00:00:00
1132,60,view,2026-02-12 00:00:00
862,490,complete,2026-02-24 00:00:00
933,83,view,2026-02-20 00:00:00
1519,550,complete,2026-02-12 00:00:00
1537,590,view,2026-01-21 00:00:00
184,683,complete,2026-02-04 00:00:00
874,2,view,2026-02-27 00:00:00
435,36,view,2026-02-20 00:00:00
131,196,view,2026-02-07 00:00:00
958,49,view,2026-01-05 00:00:00
596,324,complete,2026-02-08 00:00:00
1640,196,complete,2026-01-30 00:00:00
1062,138,view,2026-02-27 00:00:00
1773,191,view,2026-02-06 00:00:00
383,11,complete,2026-02-20 00:00:00
503,203,view,2026-01-02 00:00:00
97,47,complete,2026-01-27 00:00:00
175,489,complete,2026-01-20 00:00:00
706,666,view,2026-02-18 00:00:00
1436,394,complete,2026-01-14 00:00:00
994,559,complete,2026-01-17 00:00:00
868,606,view,2026-02-20 00:00:00
121,388,complete,2026-01-15 00:00:00
104,576,view,2026-02-16 00:00:00
1471,638,view,2026-01-04 00:00:00
511,550,complete,2026-02-14 00:00:00
475,255,view,2026-02-22 00:00:00
580,443,view,2026-02-06 00:00:00
122,332,complete,2026-02-18 00:00:00
590,528,complete,2026-01-22 00:00:00
1345,643,complete,2026-01-09 00:00:00
350,62,view,2026-01-20 00:00:00
889,140,view,2026-01-12 00:00:00
1170,116,view,2026-02-25 00:00:00
1053,396,complete,2026-02-04 00:00:00
1421,366,complete,2026-02-16 00:00:00
296,448,view,2026-02-19 00:00:00
573,338,view,2026-01-18 00:00:00
1037,578,view,2026-02-03 00:00:00
616,157,view,2026-01-09 00:00:00
